3.00000000e-10 5.00000083e-01 tt
6.00000000e-10 5.00000085e-01 tt
1.20000000e-09 5.00000085e-01 tt
2.40000000e-09 5.00000085e-01 tt
4.80000000e-09 5.00000086e-01 tt
8.60327034e-09 5.00000085e-01 tt
1.26992663e-08 5.00000086e-01 tt
1.85081949e-08 5.00000084e-01 tt
2.50024529e-08 5.00000087e-01 tt
3.29427275e-08 5.00000084e-01 tt
4.13126496e-08 5.00000086e-01 tt
5.63743847e-08 5.00000084e-01 tt
7.09841046e-08 6.24923820e-01 tt
8.13287192e-08 6.25103293e-01 tt
9.09851107e-08 6.24896916e-01 tt
1.00223023e-07 6.25102493e-01 tt
1.09801901e-07 6.24897721e-01 tt
1.19678580e-07 7.49819448e-01 tt
1.26635539e-07 7.50179214e-01 tt
1.33055241e-07 7.49821901e-01 tt
1.38718235e-07 7.50176521e-01 tt
1.44690298e-07 7.49824672e-01 tt
1.50568253e-07 7.50173832e-01 tt
1.57000438e-07 7.49827251e-01 tt
1.64189392e-07 7.50171514e-01 tt
1.72468835e-07 7.49829285e-01 tt
1.82496795e-07 7.50169811e-01 tt
1.92636841e-07 8.74805652e-01 tt
1.99653398e-07 8.75193273e-01 tt
2.06115002e-07 8.74807575e-01 tt
2.12688143e-07 8.75189990e-01 tt
2.19478967e-07 8.74809705e-01 tt
2.26331369e-07 8.75187952e-01 tt
2.33825881e-07 8.74811662e-01 tt
2.41978339e-07 8.75186198e-01 tt
2.51267723e-07 8.74813257e-01 tt
2.62113869e-07 8.75184843e-01 tt
2.75052766e-07 8.74814418e-01 tt
2.91039369e-07 8.75183902e-01 tt
3.13471715e-07 8.74815147e-01 tt
3.47656022e-07 8.75183404e-01 tt
3.80845284e-07 7.49791617e-01 tt
4.02103380e-07 7.50207318e-01 tt
4.04632577e-07 7.50000797e-01 tt
4.09690972e-07 7.49999263e-01 tt
4.16376294e-07 7.50000786e-01 tt
4.24766104e-07 6.24998513e-01 tt
4.30381258e-07 6.25001859e-01 tt
4.36239178e-07 6.24998833e-01 tt
4.44444942e-07 6.25001179e-01 tt
4.51951310e-07 6.24999416e-01 tt
4.63427026e-07 6.25000670e-01 tt
4.76210104e-07 5.00147468e-01 tt
4.84748487e-07 4.99854124e-01 tt
4.93196292e-07 5.00146657e-01 tt
