1.00000000e-02 2.01140506e-07 tt
2.00000000e-02 2.01140506e-07 tt
3.00000000e-02 2.01140506e-07 tt
4.00000000e-02 2.01140506e-07 tt
5.00000000e-02 2.01140506e-07 tt
6.00000000e-02 2.01140506e-07 tt
7.00000000e-02 1.25000178e-01 tt
8.00000000e-02 1.25000172e-01 tt
9.00000000e-02 1.25000172e-01 tt
1.00000000e-01 1.25000172e-01 tt
1.10000000e-01 1.25000172e-01 tt
1.20000000e-01 1.25000172e-01 tt
1.30000000e-01 1.25000172e-01 tt
1.40000000e-01 1.25000172e-01 tt
1.50000000e-01 1.25000172e-01 tt
1.60000000e-01 1.25000172e-01 tt
1.70000000e-01 1.25000172e-01 tt
1.80000000e-01 1.25000172e-01 tt
1.90000000e-01 1.25000172e-01 tt
2.00000000e-01 1.25000172e-01 tt
2.10000000e-01 1.25000172e-01 tt
2.20000000e-01 2.50000145e-01 tt
2.30000000e-01 2.50000144e-01 tt
2.40000000e-01 2.50000143e-01 tt
2.50000000e-01 2.50000143e-01 tt
2.60000000e-01 2.50000143e-01 tt
2.70000000e-01 2.50000143e-01 tt
2.80000000e-01 2.50000143e-01 tt
2.90000000e-01 2.50000143e-01 tt
3.00000000e-01 2.50000143e-01 tt
3.10000000e-01 2.50000143e-01 tt
3.20000000e-01 2.50000143e-01 tt
3.30000000e-01 2.50000143e-01 tt
3.40000000e-01 2.50000143e-01 tt
3.50000000e-01 2.50000143e-01 tt
3.60000000e-01 3.75000114e-01 tt
3.70000000e-01 3.75000114e-01 tt
3.80000000e-01 3.75000114e-01 tt
3.90000000e-01 3.75000114e-01 tt
4.00000000e-01 3.75000114e-01 tt
4.10000000e-01 3.75000114e-01 tt
4.20000000e-01 3.75000114e-01 tt
4.30000000e-01 3.75000114e-01 tt
4.40000000e-01 3.75000114e-01 tt
4.50000000e-01 3.75000114e-01 tt
4.60000000e-01 3.75000114e-01 tt
4.70000000e-01 3.75000114e-01 tt
4.80000000e-01 3.75000114e-01 tt
4.90000000e-01 3.75000114e-01 tt
5.00000000e-01 3.75000114e-01 tt
5.10000000e-01 5.00000085e-01 tt
5.20000000e-01 5.00000085e-01 tt
5.30000000e-01 5.00000085e-01 tt
5.40000000e-01 5.00000085e-01 tt
5.50000000e-01 5.00000085e-01 tt
5.60000000e-01 5.00000085e-01 tt
5.70000000e-01 5.00000085e-01 tt
5.80000000e-01 5.00000085e-01 tt
5.90000000e-01 5.00000085e-01 tt
6.00000000e-01 5.00000085e-01 tt
6.10000000e-01 5.00000085e-01 tt
6.20000000e-01 5.00000085e-01 tt
