0.00000000e+00 5.00000000e-01 3.75000121e-01
3.00000000e-09 5.00942427e-01 3.75000121e-01
6.00000000e-09 5.01884902e-01 3.75000121e-01
1.20000000e-08 5.03769826e-01 3.75000121e-01
2.40000000e-08 5.07539487e-01 3.75000121e-01
4.80000000e-08 5.15077309e-01 3.75000121e-01
7.07022467e-08 5.22204404e-01 4.99832074e-01
8.71447775e-08 5.27363597e-01 5.00167338e-01
1.03158806e-07 5.32385561e-01 4.99833003e-01
1.19244641e-07 5.37426712e-01 5.00166405e-01
1.35944625e-07 5.42656303e-01 4.99833917e-01
1.55485354e-07 5.48769446e-01 5.00165579e-01
1.77110661e-07 5.55526140e-01 4.99834643e-01
2.02970746e-07 5.63592382e-01 5.00164949e-01
2.33992471e-07 5.73246314e-01 4.99835169e-01
2.71967344e-07 5.85025793e-01 5.00164517e-01
3.19857400e-07 5.99811046e-01 4.99835519e-01
3.80224804e-07 6.18318067e-01 5.00164241e-01
4.58888615e-07 6.42174881e-01 4.99835735e-01
5.44639240e-07 6.67783378e-01 6.25113770e-01
6.03027925e-07 6.84946350e-01 6.24886307e-01
6.57979625e-07 7.00872083e-01 6.25113157e-01
7.31624611e-07 7.21836591e-01 6.24886471e-01
8.09701180e-07 7.43543031e-01 6.25113022e-01
9.02174010e-07 7.68489770e-01 6.24886593e-01
1.02166417e-06 7.99371355e-01 6.25112924e-01
1.13969782e-06 8.28221225e-01 7.49893256e-01
1.22341133e-06 8.47597777e-01 7.50106264e-01
1.30049050e-06 8.64589741e-01 7.49893374e-01
1.39817180e-06 8.84890235e-01 7.50106157e-01
1.53376645e-06 9.10652210e-01 7.49893456e-01
1.68406806e-06 9.35720147e-01 7.50106092e-01
1.84954968e-06 9.58821079e-01 8.74932281e-01
1.96274986e-06 9.71782076e-01 8.75066918e-01
2.06686513e-06 9.81598024e-01 8.74932265e-01
2.20208169e-06 9.91265747e-01 8.75066875e-01
2.40166713e-06 9.99045965e-01 8.74932298e-01
2.62437362e-06 9.98474080e-01 8.75066850e-01
2.94840815e-06 9.80286132e-01 8.74932318e-01
3.34959302e-06 9.30436120e-01 8.75066834e-01
3.87992528e-06 8.23545912e-01 7.49890562e-01
4.20564823e-06 7.39320423e-01 6.25119346e-01
4.39338547e-06 6.85992809e-01 6.24881060e-01
4.61226178e-06 6.20610224e-01 5.00169132e-01
4.63813801e-06 6.12705413e-01 5.00000146e-01
4.68989049e-06 5.96808537e-01 5.00000011e-01
4.78261120e-06 5.68082596e-01 5.00000146e-01
4.87807550e-06 5.38266308e-01 5.00000011e-01
4.90194157e-06 5.30786528e-01 5.00000078e-01
4.94967373e-06 5.15807885e-01 5.00000078e-01
4.99455687e-06 5.01710060e-01 3.74964783e-01
5.02684657e-06 4.91566343e-01 3.75035372e-01
5.05761789e-06 4.81902815e-01 3.74964917e-01
5.08976605e-06 4.71814160e-01 3.75035238e-01
5.13306530e-06 4.58245042e-01 3.74965031e-01
5.18880301e-06 4.40824852e-01 3.75035152e-01
5.26804598e-06 4.16188453e-01 3.74965096e-01
5.39170020e-06 3.78182324e-01 3.75035108e-01
5.51528892e-06 3.40930683e-01 2.49988044e-01
5.60230659e-06 3.15264205e-01 2.50012269e-01
5.68336756e-06 2.91849880e-01 2.49988072e-01
5.76507956e-06 2.68794000e-01 2.50012240e-01
5.86226176e-06 2.42171227e-01 2.49988098e-01
5.96524152e-06 2.15011013e-01 1.24988538e-01
6.03655873e-06 1.96893993e-01 1.25012200e-01
6.10314609e-06 1.80527109e-01 1.24988289e-01
6.19295361e-06 1.59343547e-01 1.25012195e-01
6.32981115e-06 1.29168943e-01 1.24988292e-01
6.51160076e-06 9.33601315e-02 1.25012192e-01
6.71562346e-06 5.95032720e-02 -1.12589575e-05
6.88758704e-06 3.65614695e-02 1.18087029e-05
7.06443928e-06 1.86073907e-02 -1.12557627e-05
7.24173666e-06 6.56860282e-03 1.18106489e-05
7.44942399e-06 2.52442372e-04 -1.12529311e-05
7.86479865e-06 1.30768498e-02 1.18085958e-05
8.25528545e-06 5.52530000e-02 -1.12516606e-05
8.85528545e-06 1.70591383e-01 1.25002468e-01
9.14938823e-06 2.45313843e-01 2.50031595e-01
9.40133373e-06 3.16327315e-01 2.49968697e-01
9.65582512e-06 3.92715003e-01 3.75036573e-01
9.84435583e-06 4.51180790e-01 3.74963776e-01
1.00477318e-05 5.14993082e-01 4.99897447e-01
1.01841085e-05 5.57710436e-01 5.00102575e-01
1.03088469e-05 5.96419246e-01 4.99897521e-01
1.04374848e-05 6.35715570e-01 5.00102503e-01
