0.00000000e+00 5.00000000e-01 3.75000115e-01
3.00000000e-10 5.00941959e-01 3.75000114e-01
6.00000000e-10 5.01884445e-01 3.75000114e-01
1.20000000e-09 5.03769379e-01 3.75000115e-01
2.40000000e-09 5.07539037e-01 3.75000115e-01
4.80000000e-09 5.15076862e-01 3.75000115e-01
9.60000000e-09 5.30140503e-01 3.75000115e-01
1.47186910e-08 5.46173725e-01 4.99268441e-01
1.86120097e-08 5.58337619e-01 5.00718621e-01
2.24878133e-08 5.70412177e-01 4.99284971e-01
2.57848972e-08 5.80651271e-01 5.00701058e-01
2.92174856e-08 5.91274207e-01 4.99303591e-01
3.40577843e-08 6.06180500e-01 5.00685810e-01
3.95237542e-08 6.22894690e-01 4.99315560e-01
4.74014471e-08 6.46723771e-01 5.00676472e-01
5.66734317e-08 6.74305413e-01 4.99322660e-01
6.62496743e-08 7.02170379e-01 6.25369182e-01
7.29091130e-08 7.21122578e-01 6.24623193e-01
7.90625802e-08 7.38291536e-01 6.25363513e-01
8.46939621e-08 7.53692189e-01 6.24629109e-01
9.05772631e-08 7.69442453e-01 6.25357810e-01
9.64046306e-08 7.84679933e-01 6.24634979e-01
1.02757335e-07 8.00855861e-01 6.25352466e-01
1.09779527e-07 8.18177536e-01 6.24640074e-01
1.17801861e-07 8.37206714e-01 6.25348175e-01
1.25479224e-07 8.54615856e-01 7.49417477e-01
1.30723787e-07 8.66036837e-01 7.50582665e-01
1.36120988e-07 8.77374693e-01 7.49427084e-01
1.43102538e-07 8.91395713e-01 7.50568478e-01
1.50996520e-07 9.06340299e-01 7.49433871e-01
1.60353840e-07 9.22758372e-01 7.50562639e-01
1.71371098e-07 9.40211819e-01 7.49438792e-01
1.83067988e-07 9.56432884e-01 8.75121014e-01
1.91277158e-07 9.66349979e-01 8.74859252e-01
1.98989666e-07 9.74537788e-01 8.75118802e-01
2.05659027e-07 9.80720085e-01 8.74860905e-01
2.12770635e-07 9.86382724e-01 8.75117590e-01
2.19791990e-07 9.91020542e-01 8.74862563e-01
2.27560862e-07 9.95038767e-01 8.75116460e-01
2.36397047e-07 9.98174681e-01 8.74863965e-01
